file,return_code,pnl,stdout_tail,stderr_tail
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p3_l8m5m3_b5.py,0,264432.0,"_mom1p2_curv0p3_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 8,612
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 88,921

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p3_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 5,782
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 86,184

Profit summary:
Round 1 day -2: 89,327
Round 1 day -1: 88,921
Round 1 day 0: 86,184
Total profit: 264,432",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l10m5m3_b3.py,0,214948.0,"2_curv0p6_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -10,307
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 70,002

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -11,536
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 68,866

Profit summary:
Round 1 day -2: 76,080
Round 1 day -1: 70,002
Round 1 day 0: 68,866
Total profit: 214,948",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l10m5m3_b5.py,0,212494.0,"2_curv0p6_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -11,153
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 69,156

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -12,933
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 67,469

Profit summary:
Round 1 day -2: 75,870
Round 1 day -1: 69,156
Round 1 day 0: 67,469
Total profit: 212,494",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l8m5m3_b3.py,0,214068.0,"1p2_curv0p6_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -10,206
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 70,103

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -12,145
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 68,257

Profit summary:
Round 1 day -2: 75,708
Round 1 day -1: 70,103
Round 1 day 0: 68,257
Total profit: 214,068",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l8m5m3_b5.py,0,210756.0,"1p2_curv0p6_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -11,796
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 68,513

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p3_t30p0_mom1p2_curv0p6_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -13,374
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 67,028

Profit summary:
Round 1 day -2: 75,215
Round 1 day -1: 68,513
Round 1 day 0: 67,028
Total profit: 210,756",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l10m5m3_b3.py,0,275920.0,"0p6_curv0p3_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 12,602
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 92,911

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 10,007
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 90,409

Profit summary:
Round 1 day -2: 92,600
Round 1 day -1: 92,911
Round 1 day 0: 90,409
Total profit: 275,920",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l10m5m3_b5.py,0,273800.0,"m0p6_curv0p3_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 11,601
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 91,910

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 9,406
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 89,808

Profit summary:
Round 1 day -2: 92,082
Round 1 day -1: 91,910
Round 1 day 0: 89,808
Total profit: 273,800",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l8m5m3_b3.py,0,276010.0,"om0p6_curv0p3_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 12,464
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 92,773

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 10,252
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 90,654

Profit summary:
Round 1 day -2: 92,582
Round 1 day -1: 92,773
Round 1 day 0: 90,654
Total profit: 276,010",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l8m5m3_b5.py,0,272461.0,"mom0p6_curv0p3_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 11,237
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 91,546

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p3_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 9,038
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 89,440

Profit summary:
Round 1 day -2: 91,475
Round 1 day -1: 91,546
Round 1 day 0: 89,440
Total profit: 272,461",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l10m5m3_b3.py,0,231278.0,"0p6_curv0p6_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -3,634
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 76,675

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -5,705
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 74,697

Profit summary:
Round 1 day -2: 79,906
Round 1 day -1: 76,675
Round 1 day 0: 74,697
Total profit: 231,278",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l10m5m3_b5.py,0,229882.0,"0p6_curv0p6_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -4,441
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 75,868

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -5,810
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 74,592

Profit summary:
Round 1 day -2: 79,422
Round 1 day -1: 75,868
Round 1 day 0: 74,592
Total profit: 229,882",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l8m5m3_b3.py,0,231714.0,"om0p6_curv0p6_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -3,034
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 77,275

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -5,285
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 75,117

Profit summary:
Round 1 day -2: 79,322
Round 1 day -1: 77,275
Round 1 day 0: 75,117
Total profit: 231,714",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l8m5m3_b5.py,0,227621.0,"om0p6_curv0p6_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -4,956
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 75,353

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom0p6_curv0p6_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -6,780
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 73,622

Profit summary:
Round 1 day -2: 78,646
Round 1 day -1: 75,353
Round 1 day 0: 73,622
Total profit: 227,621",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l10m5m3_b3.py,0,266792.0,"om1p2_curv0p3_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 7,143
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 87,452

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 8,182
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 88,584

Profit summary:
Round 1 day -2: 90,756
Round 1 day -1: 87,452
Round 1 day 0: 88,584
Total profit: 266,792",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l10m5m3_b5.py,0,267314.0,"om1p2_curv0p3_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 9,069
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 89,378

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 7,123
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 87,525

Profit summary:
Round 1 day -2: 90,412
Round 1 day -1: 89,378
Round 1 day 0: 87,525
Total profit: 267,314",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l8m5m3_b3.py,0,268818.0,"_mom1p2_curv0p3_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 9,965
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 90,274

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 7,846
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 88,248

Profit summary:
Round 1 day -2: 90,296
Round 1 day -1: 90,274
Round 1 day 0: 88,248
Total profit: 268,818",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l8m5m3_b5.py,0,265722.0,"_mom1p2_curv0p3_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 8,746
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 89,055

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p3_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 6,443
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 86,845

Profit summary:
Round 1 day -2: 89,822
Round 1 day -1: 89,055
Round 1 day 0: 86,845
Total profit: 265,722",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l10m5m3_b3.py,0,214509.0,"2_curv0p6_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -10,357
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 69,952

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -11,726
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 68,676

Profit summary:
Round 1 day -2: 75,881
Round 1 day -1: 69,952
Round 1 day 0: 68,676
Total profit: 214,509",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l10m5m3_b5.py,0,212480.0,"2_curv0p6_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -10,905
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 69,404

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -12,599
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 67,803

Profit summary:
Round 1 day -2: 75,273
Round 1 day -1: 69,404
Round 1 day 0: 67,803
Total profit: 212,480",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l8m5m3_b3.py,0,214449.0,"m1p2_curv0p6_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -9,917
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 70,392

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -11,762
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 68,640

Profit summary:
Round 1 day -2: 75,417
Round 1 day -1: 70,392
Round 1 day 0: 68,640
Total profit: 214,449",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l8m5m3_b5.py,0,211244.0,"1p2_curv0p6_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -11,467
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 68,842

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg2p2_te2p0_ema1p1_imb1p2_zm0p9_t30p0_mom1p2_curv0p6_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -12,699
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 67,703

Profit summary:
Round 1 day -2: 74,700
Round 1 day -1: 68,842
Round 1 day 0: 67,703
Total profit: 211,244",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l10m5m3_b3.py,0,272550.0,"m0p6_curv0p3_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 11,038
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 91,347

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 9,073
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 89,475

Profit summary:
Round 1 day -2: 91,728
Round 1 day -1: 91,347
Round 1 day 0: 89,475
Total profit: 272,550",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l10m5m3_b5.py,0,271084.0,"m0p6_curv0p3_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 10,326
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 90,635

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 8,660
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 89,062

Profit summary:
Round 1 day -2: 91,388
Round 1 day -1: 90,635
Round 1 day 0: 89,062
Total profit: 271,084",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l8m5m3_b3.py,0,272102.0,"mom0p6_curv0p3_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 10,925
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 91,234

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 9,179
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 89,581

Profit summary:
Round 1 day -2: 91,286
Round 1 day -1: 91,234
Round 1 day 0: 89,581
Total profit: 272,102",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l8m5m3_b5.py,0,269640.0,"_mom0p6_curv0p3_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 9,985
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 90,294

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p3_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 8,302
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 88,704

Profit summary:
Round 1 day -2: 90,642
Round 1 day -1: 90,294
Round 1 day 0: 88,704
Total profit: 269,640",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l10m5m3_b3.py,0,210648.0,"6_curv0p6_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -10,860
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 69,449

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -13,159
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 67,243

Profit summary:
Round 1 day -2: 73,956
Round 1 day -1: 69,449
Round 1 day 0: 67,243
Total profit: 210,648",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l10m5m3_b5.py,0,208400.0,"6_curv0p6_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -11,587
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 68,722

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -14,204
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 66,198

Profit summary:
Round 1 day -2: 73,480
Round 1 day -1: 68,722
Round 1 day 0: 66,198
Total profit: 208,400",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l8m5m3_b3.py,0,210406.0,"0p6_curv0p6_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: -10,479
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 69,830

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: -13,462
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 66,940

Profit summary:
Round 1 day -2: 73,636
Round 1 day -1: 69,830
Round 1 day 0: 66,940
Total profit: 210,406",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l8m5m3_b5.py,0,206686.0,"0p6_curv0p6_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: -12,114
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 68,195

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom0p6_curv0p6_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: -14,648
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 65,754

Profit summary:
Round 1 day -2: 72,736
Round 1 day -1: 68,195
Round 1 day 0: 65,754
Total profit: 206,686",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l10m5m3_b3.py,0,259766.0,"om1p2_curv0p3_l10m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 5,986
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 86,295

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l10m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 4,571
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 84,973

Profit summary:
Round 1 day -2: 88,498
Round 1 day -1: 86,295
Round 1 day 0: 84,973
Total profit: 259,766",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l10m5m3_b5.py,0,257678.0,"om1p2_curv0p3_l10m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 5,088
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 85,397

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l10m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 3,696
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 84,098

Profit summary:
Round 1 day -2: 88,184
Round 1 day -1: 85,397
Round 1 day 0: 84,098
Total profit: 257,678",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l8m5m3_b3.py,0,260084.0,"_mom1p2_curv0p3_l8m5m3_b3.py on round 1 day -1
ASH_COATED_OSMIUM: 6,613
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 86,922

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l8m5m3_b3.py on round 1 day 0
ASH_COATED_OSMIUM: 4,342
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 84,744

Profit summary:
Round 1 day -2: 88,418
Round 1 day -1: 86,922
Round 1 day 0: 84,744
Total profit: 260,084",
osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l8m5m3_b5.py,0,256248.0,"_mom1p2_curv0p3_l8m5m3_b5.py on round 1 day -1
ASH_COATED_OSMIUM: 4,645
INTARIAN_PEPPER_ROOT: 80,309
Total profit: 84,954

Backtesting C:\quant-hacks\imc-prosperity26\generated_osmium_variants\osmium_variant_MOMENTUM_soft35_spr16_qg0p4_tg3p4_te1p0_ema0p4_imb0p4_zm0p3_t30p0_mom1p2_curv0p3_l8m5m3_b5.py on round 1 day 0
ASH_COATED_OSMIUM: 3,400
INTARIAN_PEPPER_ROOT: 80,402
Total profit: 83,802

Profit summary:
Round 1 day -2: 87,492
Round 1 day -1: 84,954
Round 1 day 0: 83,802
Total profit: 256,248",
